TOP.5fa21a5f.00008b1c	START
TOP.5fa2d451.00080b09	user_options->debug_mode	0
TOP.5fa2d451.00080b09	user_options->example_hashes	0
TOP.5fa2d451.00080b09	user_options->force	0
TOP.5fa2d451.00080b09	user_options->hwmon_disable	0
TOP.5fa2d451.00080b09	user_options->hwmon_temp_abort	90
TOP.5fa2d451.00080b09	user_options->hash_mode	0
TOP.5fa2d451.00080b09	user_options->hex_charset	0
TOP.5fa2d451.00080b09	user_options->hex_salt	0
TOP.5fa2d451.00080b09	user_options->hex_wordlist	0
TOP.5fa2d451.00080b09	user_options->hook_threads	8
TOP.5fa2d451.00080b09	user_options->increment	0
TOP.5fa2d451.00080b09	user_options->increment_max	256
TOP.5fa2d451.00080b09	user_options->increment_min	1
TOP.5fa2d451.00080b09	user_options->keep_guessing	0
TOP.5fa2d451.00080b09	user_options->kernel_accel	0
TOP.5fa2d451.00080b09	user_options->kernel_loops	0
TOP.5fa2d451.00080b09	user_options->kernel_threads	0
TOP.5fa2d451.00080b09	user_options->keyspace	0
TOP.5fa2d451.00080b09	user_options->left	0
TOP.5fa2d451.00080b09	user_options->logfile_disable	0
TOP.5fa2d451.00080b09	user_options->loopback	0
TOP.5fa2d451.00080b09	user_options->machine_readable	0
TOP.5fa2d451.00080b09	user_options->markov_classic	0
TOP.5fa2d451.00080b09	user_options->markov_disable	0
TOP.5fa2d451.00080b09	user_options->markov_threshold	256
TOP.5fa2d451.00080b09	user_options->backend_info	0
TOP.5fa2d451.00080b09	user_options->backend_vector_width	0
TOP.5fa2d451.00080b09	user_options->optimized_kernel_enable	0
TOP.5fa2d451.00080b09	user_options->outfile_autohex	1
TOP.5fa2d451.00080b09	user_options->outfile_check_timer	5
TOP.5fa2d451.00080b09	user_options->outfile_format	3
TOP.5fa2d451.00080b09	user_options->wordlist_autohex_disable	0
TOP.5fa2d451.00080b09	user_options->potfile_disable	0
TOP.5fa2d451.00080b09	user_options->progress_only	0
TOP.5fa2d451.00080b09	user_options->quiet	0
TOP.5fa2d451.00080b09	user_options->remove	0
TOP.5fa2d451.00080b09	user_options->remove_timer	60
TOP.5fa2d451.00080b09	user_options->restore	0
TOP.5fa2d451.00080b09	user_options->restore_disable	0
TOP.5fa2d451.00080b09	user_options->restore_timer	60
TOP.5fa2d451.00080b09	user_options->rp_files_cnt	0
TOP.5fa2d451.00080b09	user_options->rp_gen	0
TOP.5fa2d451.00080b09	user_options->rp_gen_func_max	4
TOP.5fa2d451.00080b09	user_options->rp_gen_func_min	1
TOP.5fa2d451.00080b09	user_options->rp_gen_seed	0
TOP.5fa2d451.00080b09	user_options->runtime	0
TOP.5fa2d451.00080b09	user_options->scrypt_tmto	0
TOP.5fa2d451.00080b09	user_options->segment_size	33554432
TOP.5fa2d451.00080b09	user_options->self_test_disable	0
TOP.5fa2d451.00080b09	user_options->slow_candidates	0
TOP.5fa2d451.00080b09	user_options->show	0
TOP.5fa2d451.00080b09	user_options->speed_only	0
TOP.5fa2d451.00080b09	user_options->spin_damp	0
TOP.5fa2d451.00080b09	user_options->status	0
TOP.5fa2d451.00080b09	user_options->status_json	0
TOP.5fa2d451.00080b09	user_options->status_timer	10
TOP.5fa2d451.00080b09	user_options->stdout_flag	0
TOP.5fa2d451.00080b09	user_options->usage	0
TOP.5fa2d451.00080b09	user_options->username	0
TOP.5fa2d451.00080b09	user_options->veracrypt_pim_start	485
TOP.5fa2d451.00080b09	user_options->veracrypt_pim_stop	485
TOP.5fa2d451.00080b09	user_options->version	0
TOP.5fa2d451.00080b09	user_options->workload_profile	2
TOP.5fa2d451.00080b09	user_options->brain_client	0
TOP.5fa2d451.00080b09	user_options->brain_client_features	2
TOP.5fa2d451.00080b09	user_options->brain_server	0
TOP.5fa2d451.00080b09	user_options->brain_server_timer	300
TOP.5fa2d451.00080b09	user_options->brain_port	6863
TOP.5fa2d451.00080b09	user_options->brain_session	0
TOP.5fa2d451.00080b09	hashes->hashfile	C:\Users\Sebastián\Desktop\T4Cracker\archivos_hash\archivo_4
TOP.5fa2d451.00080b09	hashes->hashlist_mode	5
TOP.5fa2d451.00080b09	hashes->hashlist_format	0
TOP.5fa2d451.00080b09	hashes->hashes_cnt	0
TOP.5fa2d451.00080b09	hashes->digests_cnt	1000
TOP.5fa2d451.00080b09	hashes->digests_done	0
TOP.5fa2d451.00080b09	hashes->salts_cnt	1
TOP.5fa2d451.00080b09	hashes->salts_done	0
TOP.5fa2d451.00080b09	SUB.5fa2d451.000bdb5b	START
TOP.5fa2d451.00080b09	SUB.5fa2d451.000bdb5b	straight_ctx->dict	C:\Users\Sebastián\Desktop\T4Cracker\diccionarios\diccionario_2.dict
TOP.5fa2d451.00080b09	SUB.5fa2d451.000bdb5b	runtime_start	1604506705
TOP.5fa2d451.00080b09	SUB.5fa2d451.000bdb5b	runtime_stop	1604506705
TOP.5fa2d451.00080b09	SUB.5fa2d451.000bdb5b	status-after-work	5
TOP.5fa2d451.00080b09	SUB.5fa2d451.000bdb5b	STOP
TOP.5fa2d451.00080b09	proc_start	1604506705
TOP.5fa2d451.00080b09	proc_stop	1604506707
TOP.5fa2d451.00080b09	STOP
TOP.5fa2d50b.000457e9	START
TOP.5fa2d50b.000457e9	folder_config->cwd	C:\Users\Sebastián\Desktop\T4Cracker\hashcat-6.1.1
TOP.5fa2d50b.000457e9	folder_config->install_dir	.
TOP.5fa2d50b.000457e9	folder_config->profile_dir	.
TOP.5fa2d50b.000457e9	folder_config->session_dir	.
TOP.5fa2d50b.000457e9	folder_config->shared_dir	.
TOP.5fa2d50b.000457e9	user_options->separator	:
TOP.5fa2d50b.000457e9	user_options->encoding_from	utf-8
TOP.5fa2d50b.000457e9	user_options->encoding_to	utf-8
TOP.5fa2d50b.000457e9	user_options->outfile	C:\Users\Sebastián\Desktop\T4Cracker\exports\hola
TOP.5fa2d50b.000457e9	user_options->rule_buf_l	:
TOP.5fa2d50b.000457e9	user_options->rule_buf_r	:
TOP.5fa2d50b.000457e9	user_options->session	hashcat
TOP.5fa2d50b.000457e9	user_options->limit	0
TOP.5fa2d50b.000457e9	user_options->skip	0
TOP.5fa2d50b.000457e9	user_options->attack_mode	0
TOP.5fa2d50b.000457e9	user_options->benchmark	0
TOP.5fa2d50b.000457e9	user_options->benchmark_all	0
TOP.5fa2d50b.000457e9	user_options->bitmap_max	18
TOP.5fa2d50b.000457e9	user_options->bitmap_min	16
TOP.5fa2d50b.000457e9	user_options->debug_mode	0
TOP.5fa2d50b.000457e9	user_options->example_hashes	0
TOP.5fa2d50b.000457e9	user_options->force	0
TOP.5fa2d50b.000457e9	user_options->hwmon_disable	0
TOP.5fa2d50b.000457e9	user_options->hwmon_temp_abort	90
TOP.5fa2d50b.000457e9	user_options->hash_mode	0
TOP.5fa2d50b.000457e9	user_options->hex_charset	0
TOP.5fa2d50b.000457e9	user_options->hex_salt	0
TOP.5fa2d50b.000457e9	user_options->hex_wordlist	0
TOP.5fa2d50b.000457e9	user_options->hook_threads	8
TOP.5fa2d50b.000457e9	user_options->increment	0
TOP.5fa2d50b.000457e9	user_options->increment_max	256
TOP.5fa2d50b.000457e9	user_options->increment_min	1
TOP.5fa2d50b.000457e9	user_options->keep_guessing	0
TOP.5fa2d50b.000457e9	user_options->kernel_accel	0
TOP.5fa2d50b.000457e9	user_options->kernel_loops	0
TOP.5fa2d50b.000457e9	user_options->kernel_threads	0
TOP.5fa2d50b.000457e9	user_options->keyspace	0
TOP.5fa2d50b.000457e9	user_options->left	0
TOP.5fa2d50b.000457e9	user_options->logfile_disable	0
TOP.5fa2d50b.000457e9	user_options->loopback	0
TOP.5fa2d50b.000457e9	user_options->machine_readable	0
TOP.5fa2d50b.000457e9	user_options->markov_classic	0
TOP.5fa2d50b.000457e9	user_options->markov_disable	0
TOP.5fa2d50b.000457e9	user_options->markov_threshold	256
TOP.5fa2d50b.000457e9	user_options->backend_info	0
TOP.5fa2d50b.000457e9	user_options->backend_vector_width	0
TOP.5fa2d50b.000457e9	user_options->optimized_kernel_enable	0
TOP.5fa2d50b.000457e9	user_options->outfile_autohex	1
TOP.5fa2d50b.000457e9	user_options->outfile_check_timer	5
TOP.5fa2d50b.000457e9	user_options->outfile_format	3
TOP.5fa2d50b.000457e9	user_options->wordlist_autohex_disable	0
TOP.5fa2d50b.000457e9	user_options->potfile_disable	0
TOP.5fa2d50b.000457e9	user_options->progress_only	0
TOP.5fa2d50b.000457e9	user_options->quiet	0
TOP.5fa2d50b.000457e9	user_options->remove	0
TOP.5fa2d50b.000457e9	user_options->remove_timer	60
TOP.5fa2d50b.000457e9	user_options->restore	0
TOP.5fa2d50b.000457e9	user_options->restore_disable	0
TOP.5fa2d50b.000457e9	user_options->restore_timer	60
TOP.5fa2d50b.000457e9	user_options->rp_files_cnt	0
TOP.5fa2d50b.000457e9	user_options->rp_gen	0
TOP.5fa2d50b.000457e9	user_options->rp_gen_func_max	4
TOP.5fa2d50b.000457e9	user_options->rp_gen_func_min	1
TOP.5fa2d50b.000457e9	user_options->rp_gen_seed	0
TOP.5fa2d50b.000457e9	user_options->runtime	0
TOP.5fa2d50b.000457e9	user_options->scrypt_tmto	0
TOP.5fa2d50b.000457e9	user_options->segment_size	33554432
TOP.5fa2d50b.000457e9	user_options->self_test_disable	0
TOP.5fa2d50b.000457e9	user_options->slow_candidates	0
TOP.5fa2d50b.000457e9	user_options->show	0
TOP.5fa2d50b.000457e9	user_options->speed_only	0
TOP.5fa2d50b.000457e9	user_options->spin_damp	0
TOP.5fa2d50b.000457e9	user_options->status	0
TOP.5fa2d50b.000457e9	user_options->status_json	0
TOP.5fa2d50b.000457e9	user_options->status_timer	10
TOP.5fa2d50b.000457e9	user_options->stdout_flag	0
TOP.5fa2d50b.000457e9	user_options->usage	0
TOP.5fa2d50b.000457e9	user_options->username	0
TOP.5fa2d50b.000457e9	user_options->veracrypt_pim_start	485
TOP.5fa2d50b.000457e9	user_options->veracrypt_pim_stop	485
TOP.5fa2d50b.000457e9	user_options->version	0
TOP.5fa2d50b.000457e9	user_options->workload_profile	2
TOP.5fa2d50b.000457e9	user_options->brain_client	0
TOP.5fa2d50b.000457e9	user_options->brain_client_features	2
TOP.5fa2d50b.000457e9	user_options->brain_server	0
TOP.5fa2d50b.000457e9	user_options->brain_server_timer	300
TOP.5fa2d50b.000457e9	user_options->brain_port	6863
TOP.5fa2d50b.000457e9	user_options->brain_session	0
TOP.5fa2d50b.000457e9	hashes->hashfile	C:\Users\Sebastián\Desktop\T4Cracker\archivos_hash\archivo_1
TOP.5fa2d50b.000457e9	hashes->hashlist_mode	5
TOP.5fa2d50b.000457e9	hashes->hashlist_format	0
TOP.5fa2d50b.000457e9	hashes->hashes_cnt	0
TOP.5fa2d50b.000457e9	hashes->digests_cnt	1000
TOP.5fa2d50b.000457e9	hashes->digests_done	0
TOP.5fa2d50b.000457e9	hashes->salts_cnt	1
TOP.5fa2d50b.000457e9	hashes->salts_done	0
TOP.5fa2d50b.000457e9	SUB.5fa2d50b.00080dc8	START
TOP.5fa2d50b.000457e9	SUB.5fa2d50b.00080dc8	straight_ctx->dict	C:\Users\Sebastián\Desktop\T4Cracker\diccionarios\diccionario_1.dict
TOP.5fa2d50b.000457e9	SUB.5fa2d50b.00080dc8	runtime_start	1604506891
TOP.5fa2d50b.000457e9	SUB.5fa2d50b.00080dc8	runtime_stop	1604506892
TOP.5fa2d50b.000457e9	SUB.5fa2d50b.00080dc8	status-after-work	5
TOP.5fa2d50b.000457e9	SUB.5fa2d50b.00080dc8	STOP
TOP.5fa2d50b.000457e9	proc_start	1604506891
TOP.5fa2d50b.000457e9	proc_stop	1604506893
TOP.5fa2d50b.000457e9	STOP
TOP.5fa2f937.000de984	START
TOP.5fa2f937.000de984	folder_config->cwd	C:\Users\Sebastián\Desktop\T4Cracker\hashcat-6.1.1
TOP.5fa2f937.000de984	folder_config->install_dir	.
TOP.5fa2f937.000de984	folder_config->profile_dir	.
TOP.5fa2f937.000de984	folder_config->session_dir	.
TOP.5fa2f937.000de984	folder_config->shared_dir	.
TOP.5fa2f937.000de984	user_options->separator	:
TOP.5fa2f937.000de984	user_options->encoding_from	utf-8
TOP.5fa2f937.000de984	user_options->encoding_to	utf-8
TOP.5fa2f937.000de984	user_options->outfile	C:\Users\Sebastián\Desktop\T4Cracker\exports\resultados_archivo_1
TOP.5fa2f937.000de984	user_options->rule_buf_l	:
TOP.5fa2f937.000de984	user_options->rule_buf_r	:
TOP.5fa2f937.000de984	user_options->session	hashcat
TOP.5fa2f937.000de984	user_options->limit	0
TOP.5fa2f937.000de984	user_options->skip	0
TOP.5fa2f937.000de984	user_options->attack_mode	0
TOP.5fa2f937.000de984	user_options->benchmark	0
TOP.5fa2f937.000de984	user_options->benchmark_all	0
TOP.5fa2f937.000de984	user_options->bitmap_max	18
TOP.5fa2f937.000de984	user_options->bitmap_min	16
TOP.5fa2f937.000de984	user_options->debug_mode	0
TOP.5fa2f937.000de984	user_options->example_hashes	0
TOP.5fa2f937.000de984	user_options->force	0
TOP.5fa2f937.000de984	user_options->hwmon_disable	0
TOP.5fa2f937.000de984	user_options->hwmon_temp_abort	90
TOP.5fa2f937.000de984	user_options->hash_mode	0
TOP.5fa2f937.000de984	user_options->hex_charset	0
TOP.5fa2f937.000de984	user_options->hex_salt	0
TOP.5fa2f937.000de984	user_options->hex_wordlist	0
TOP.5fa2f937.000de984	user_options->hook_threads	8
TOP.5fa2f937.000de984	user_options->increment	0
TOP.5fa2f937.000de984	user_options->increment_max	256
TOP.5fa2f937.000de984	user_options->increment_min	1
TOP.5fa2f937.000de984	user_options->keep_guessing	0
TOP.5fa2f937.000de984	user_options->kernel_accel	0
TOP.5fa2f937.000de984	user_options->kernel_loops	0
TOP.5fa2f937.000de984	user_options->kernel_threads	0
TOP.5fa2f937.000de984	user_options->keyspace	0
TOP.5fa2f937.000de984	user_options->left	0
TOP.5fa2f937.000de984	user_options->logfile_disable	0
TOP.5fa2f937.000de984	user_options->loopback	0
TOP.5fa2f937.000de984	user_options->machine_readable	0
TOP.5fa2f937.000de984	user_options->markov_classic	0
TOP.5fa2f937.000de984	user_options->markov_disable	0
TOP.5fa2f937.000de984	user_options->markov_threshold	256
TOP.5fa2f937.000de984	user_options->backend_info	0
TOP.5fa2f937.000de984	user_options->backend_vector_width	0
TOP.5fa2f937.000de984	user_options->optimized_kernel_enable	0
TOP.5fa2f937.000de984	user_options->outfile_autohex	1
TOP.5fa2f937.000de984	user_options->outfile_check_timer	5
TOP.5fa2f937.000de984	user_options->outfile_format	3
TOP.5fa2f937.000de984	user_options->wordlist_autohex_disable	0
TOP.5fa2f937.000de984	user_options->potfile_disable	0
TOP.5fa2f937.000de984	user_options->progress_only	0
TOP.5fa2f937.000de984	user_options->quiet	0
TOP.5fa2f937.000de984	user_options->remove	0
TOP.5fa2f937.000de984	user_options->remove_timer	60
TOP.5fa2f937.000de984	user_options->restore	0
TOP.5fa2f937.000de984	user_options->restore_disable	0
TOP.5fa2f937.000de984	user_options->restore_timer	60
TOP.5fa2f937.000de984	user_options->rp_files_cnt	0
TOP.5fa2f937.000de984	user_options->rp_gen	0
TOP.5fa2f937.000de984	user_options->rp_gen_func_max	4
TOP.5fa2f937.000de984	user_options->rp_gen_func_min	1
TOP.5fa2f937.000de984	user_options->rp_gen_seed	0
TOP.5fa2f937.000de984	user_options->runtime	0
TOP.5fa2f937.000de984	user_options->scrypt_tmto	0
TOP.5fa2f937.000de984	user_options->segment_size	33554432
TOP.5fa2f937.000de984	user_options->self_test_disable	0
TOP.5fa2f937.000de984	user_options->slow_candidates	0
TOP.5fa2f937.000de984	user_options->show	0
TOP.5fa2f937.000de984	user_options->speed_only	0
TOP.5fa2f937.000de984	user_options->spin_damp	0
TOP.5fa2f937.000de984	user_options->status	0
TOP.5fa2f937.000de984	user_options->status_json	0
TOP.5fa2f937.000de984	user_options->status_timer	10
TOP.5fa2f937.000de984	user_options->stdout_flag	0
TOP.5fa2f937.000de984	user_options->usage	0
TOP.5fa2f937.000de984	user_options->username	0
TOP.5fa2f937.000de984	user_options->veracrypt_pim_start	485
TOP.5fa2f937.000de984	user_options->veracrypt_pim_stop	485
TOP.5fa2f937.000de984	user_options->version	0
TOP.5fa2f937.000de984	user_options->workload_profile	2
TOP.5fa2f937.000de984	user_options->brain_client	0
TOP.5fa2f937.000de984	user_options->brain_client_features	2
TOP.5fa2f937.000de984	user_options->brain_server	0
TOP.5fa2f937.000de984	user_options->brain_server_timer	300
TOP.5fa2f937.000de984	user_options->brain_port	6863
TOP.5fa2f937.000de984	user_options->brain_session	0
TOP.5fa2f937.000de984	hashes->hashfile	C:\Users\Sebastián\Desktop\T4Cracker\archivos_hash\archivo_1
TOP.5fa2f937.000de984	hashes->hashlist_mode	5
TOP.5fa2f937.000de984	hashes->hashlist_format	0
TOP.5fa2f937.000de984	hashes->hashes_cnt	0
TOP.5fa2f937.000de984	hashes->digests_cnt	1000
TOP.5fa2f937.000de984	hashes->digests_done	0
TOP.5fa2f937.000de984	hashes->salts_cnt	1
TOP.5fa2f937.000de984	hashes->salts_done	0
TOP.5fa2f937.000de984	SUB.5fa2f938.0005ad75	START
TOP.5fa2f937.000de984	SUB.5fa2f938.0005ad75	straight_ctx->dict	C:\Users\Sebastián\Desktop\T4Cracker\diccionarios\diccionario_2.dict
TOP.5fa2f937.000de984	SUB.5fa2f938.0005ad75	runtime_start	1604516152
TOP.5fa2f937.000de984	SUB.5fa2f938.0005ad75	runtime_stop	1604516157
TOP.5fa2f937.000de984	SUB.5fa2f938.0005ad75	status-after-work	6
TOP.5fa2f937.000de984	SUB.5fa2f938.0005ad75	STOP
TOP.5fa2f937.000de984	proc_start	1604516151
TOP.5fa2f937.000de984	proc_stop	1604516158
TOP.5fa2f937.000de984	STOP
TOP.5fa2fa9b.00000c37	START
TOP.5fa2fa9b.00000c37	folder_config->cwd	C:\Users\Sebastián\Desktop\T4Cracker\hashcat-6.1.1
TOP.5fa2fa9b.00000c37	folder_config->install_dir	.
TOP.5fa2fa9b.00000c37	folder_config->profile_dir	.
TOP.5fa2fa9b.00000c37	folder_config->session_dir	.
TOP.5fa2fa9b.00000c37	folder_config->shared_dir	.
TOP.5fa2fa9b.00000c37	user_options->separator	:
TOP.5fa2fa9b.00000c37	user_options->encoding_from	utf-8
TOP.5fa2fa9b.00000c37	user_options->encoding_to	utf-8
TOP.5fa2fa9b.00000c37	user_options->outfile	..\resultado_2
TOP.5fa2fa9b.00000c37	user_options->rule_buf_l	:
TOP.5fa2fa9b.00000c37	user_options->rule_buf_r	:
TOP.5fa2fa9b.00000c37	user_options->session	hashcat
TOP.5fa2fa9b.00000c37	user_options->limit	0
TOP.5fa2fa9b.00000c37	user_options->skip	0
TOP.5fa2fa9b.00000c37	user_options->attack_mode	0
TOP.5fa2fa9b.00000c37	user_options->benchmark	0
TOP.5fa2fa9b.00000c37	user_options->benchmark_all	0
TOP.5fa2fa9b.00000c37	user_options->bitmap_max	18
TOP.5fa2fa9b.00000c37	user_options->bitmap_min	16
TOP.5fa2fa9b.00000c37	user_options->debug_mode	0
TOP.5fa2fa9b.00000c37	user_options->example_hashes	0
TOP.5fa2fa9b.00000c37	user_options->force	0
TOP.5fa2fa9b.00000c37	user_options->hwmon_disable	0
TOP.5fa2fa9b.00000c37	user_options->hwmon_temp_abort	90
TOP.5fa2fa9b.00000c37	user_options->hash_mode	0
TOP.5fa2fa9b.00000c37	user_options->hex_charset	0
TOP.5fa2fa9b.00000c37	user_options->hex_salt	0
TOP.5fa2fa9b.00000c37	user_options->hex_wordlist	0
TOP.5fa2fa9b.00000c37	user_options->hook_threads	8
TOP.5fa2fa9b.00000c37	user_options->increment	0
TOP.5fa2fa9b.00000c37	user_options->increment_max	256
TOP.5fa2fa9b.00000c37	user_options->increment_min	1
TOP.5fa2fa9b.00000c37	user_options->keep_guessing	0
TOP.5fa2fa9b.00000c37	user_options->kernel_accel	0
TOP.5fa2fa9b.00000c37	user_options->kernel_loops	0
TOP.5fa2fa9b.00000c37	user_options->kernel_threads	0
TOP.5fa2fa9b.00000c37	user_options->keyspace	0
TOP.5fa2fa9b.00000c37	user_options->left	0
TOP.5fa2fa9b.00000c37	user_options->logfile_disable	0
TOP.5fa2fa9b.00000c37	user_options->loopback	0
TOP.5fa2fa9b.00000c37	user_options->machine_readable	0
TOP.5fa2fa9b.00000c37	user_options->markov_classic	0
TOP.5fa2fa9b.00000c37	user_options->markov_disable	0
TOP.5fa2fa9b.00000c37	user_options->markov_threshold	256
TOP.5fa2fa9b.00000c37	user_options->backend_info	0
TOP.5fa2fa9b.00000c37	user_options->backend_vector_width	0
TOP.5fa2fa9b.00000c37	user_options->optimized_kernel_enable	0
TOP.5fa2fa9b.00000c37	user_options->outfile_autohex	1
TOP.5fa2fa9b.00000c37	user_options->outfile_check_timer	5
TOP.5fa2fa9b.00000c37	user_options->outfile_format	3
TOP.5fa2fa9b.00000c37	user_options->wordlist_autohex_disable	0
TOP.5fa2fa9b.00000c37	user_options->potfile_disable	0
TOP.5fa2fa9b.00000c37	user_options->progress_only	0
TOP.5fa2fa9b.00000c37	user_options->quiet	0
TOP.5fa2fa9b.00000c37	user_options->remove	0
TOP.5fa2fa9b.00000c37	user_options->remove_timer	60
TOP.5fa2fa9b.00000c37	user_options->restore	0
TOP.5fa2fa9b.00000c37	user_options->restore_disable	0
TOP.5fa2fa9b.00000c37	user_options->restore_timer	60
TOP.5fa2fa9b.00000c37	user_options->rp_files_cnt	0
TOP.5fa2fa9b.00000c37	user_options->rp_gen	0
TOP.5fa2fa9b.00000c37	user_options->rp_gen_func_max	4
TOP.5fa2fa9b.00000c37	user_options->rp_gen_func_min	1
TOP.5fa2fa9b.00000c37	user_options->rp_gen_seed	0
TOP.5fa2fa9b.00000c37	user_options->runtime	0
TOP.5fa2fa9b.00000c37	user_options->scrypt_tmto	0
TOP.5fa2fa9b.00000c37	user_options->segment_size	33554432
TOP.5fa2fa9b.00000c37	user_options->self_test_disable	0
TOP.5fa2fa9b.00000c37	user_options->slow_candidates	0
TOP.5fa2fa9b.00000c37	user_options->show	0
TOP.5fa2fa9b.00000c37	user_options->speed_only	0
TOP.5fa2fa9b.00000c37	user_options->spin_damp	0
TOP.5fa2fa9b.00000c37	user_options->status	1
TOP.5fa2fa9b.00000c37	user_options->status_json	0
TOP.5fa2fa9b.00000c37	user_options->status_timer	10
TOP.5fa2fa9b.00000c37	user_options->stdout_flag	0
TOP.5fa2fa9b.00000c37	user_options->usage	0
TOP.5fa2fa9b.00000c37	user_options->username	0
TOP.5fa2fa9b.00000c37	user_options->veracrypt_pim_start	485
TOP.5fa2fa9b.00000c37	user_options->veracrypt_pim_stop	485
TOP.5fa2fa9b.00000c37	user_options->version	0
TOP.5fa2fa9b.00000c37	user_options->workload_profile	2
TOP.5fa2fa9b.00000c37	user_options->brain_client	0
TOP.5fa2fa9b.00000c37	user_options->brain_client_features	2
TOP.5fa2fa9b.00000c37	user_options->brain_server	0
TOP.5fa2fa9b.00000c37	user_options->brain_server_timer	300
TOP.5fa2fa9b.00000c37	user_options->brain_port	6863
TOP.5fa2fa9b.00000c37	user_options->brain_session	0
TOP.5fa2fa9b.00000c37	hashes->hashfile	..\archivos_hash\archivo_1
TOP.5fa2fa9b.00000c37	hashes->hashlist_mode	5
TOP.5fa2fa9b.00000c37	hashes->hashlist_format	0
TOP.5fa2fa9b.00000c37	hashes->hashes_cnt	0
TOP.5fa2fa9b.00000c37	hashes->digests_cnt	1000
TOP.5fa2fa9b.00000c37	hashes->digests_done	0
TOP.5fa2fa9b.00000c37	hashes->salts_cnt	1
TOP.5fa2fa9b.00000c37	hashes->salts_done	0
TOP.5fa2fa9b.00000c37	SUB.5fa2fa9b.0005a08a	START
TOP.5fa2fab0.0006a057	START
TOP.5fa2fab0.0006a057	folder_config->cwd	C:\Users\Sebastián\Desktop\T4Cracker\hashcat-6.1.1
TOP.5fa2fab0.0006a057	folder_config->install_dir	.
TOP.5fa2fab0.0006a057	folder_config->profile_dir	.
TOP.5fa2fab0.0006a057	folder_config->session_dir	.
TOP.5fa2fab0.0006a057	folder_config->shared_dir	.
TOP.5fa2fab0.0006a057	user_options->separator	:
TOP.5fa2fab0.0006a057	user_options->encoding_from	utf-8
TOP.5fa2fab0.0006a057	user_options->encoding_to	utf-8
TOP.5fa2fab0.0006a057	user_options->outfile	..\resultado_2
TOP.5fa2fab0.0006a057	user_options->rule_buf_l	:
TOP.5fa2fab0.0006a057	user_options->rule_buf_r	:
TOP.5fa2fab0.0006a057	user_options->session	hashcat
TOP.5fa2fab0.0006a057	user_options->limit	0
